m,sc_total_time,independent_actual_time,speedup,afpc_share
5,0.5965960399999986,2.1487832999999883,3.6017391265285528,0.4759378221819883
20,0.48642130000000494,7.906578959999976,16.25459033146759,0.43539421485038626
50,0.41547723999999564,18.91897305999993,45.53552213834897,0.4527867278602248
100,0.39988888000000317,36.69488704000004,91.76270928063754,0.47335544814348113
