m,method,summed_mse_mean,summed_mse_std,summed_mse_count,max_coord_mse_mean,max_coord_mse_std,max_coord_mse_count,std_summed_mse_mean,std_summed_mse_std,std_summed_mse_count,avg_r2_mean,avg_r2_std,avg_r2_count,total_time_mean,total_time_std,total_time_count,afpc_time_mean,afpc_time_std,afpc_time_count,fit_time_mean,fit_time_std,fit_time_count,K_mean,K_std,K_count,summed_mse_se,max_coord_mse_se,std_summed_mse_se,avg_r2_se,total_time_se,afpc_time_se,fit_time_se,K_se
5,Independent DCF-LS,0.11745715472603768,0.0017947119229865939,5,0.024341886598939363,0.0006637349832099926,5,0.20903237515282624,0.0037550812377397597,5,0.9579027732205333,0.0008463339694563259,5,2.1487832999999883,0.07757882076598396,5,0.814441899999997,0.014128043454953342,5,0.06560399999999475,0.0034180112075564185,5,80,0.0,5,0.0008026195719654782,0.000296831308300445,0.0016793233817240301,0.00037849205747431504,0.03469430336940249,0.006318253110869332,0.0015285810815904588,0.0
5,SC-DCF-LS,0.11745715472605216,0.0017947119229910348,5,0.024341886598946646,0.0006637349832014852,5,0.20903237515285408,0.003755081237746893,5,0.9579027732205274,0.00084633396945492,5,0.5965960399999986,0.08699850919095077,5,0.2839426199999977,0.06018068075979193,5,0.01158416000000102,0.001356051548799065,5,80,0.0,5,0.0008026195719674642,0.0002968313082966404,0.0016793233817272203,0.0003784920574736863,0.03890691609842123,0.026913618622221688,0.0006064446888217165,0.0
20,Independent DCF-LS,2.3122498967324963,0.3687227816465556,5,0.4169476737883639,0.05925322173960847,5,3.6022344205216137,0.5739194463270805,5,0.8197273098611998,0.02818085684799889,5,7.906578959999976,0.7146800902746356,5,3.1498836999999837,0.11597265447441352,5,0.25061893999998686,0.012450003182460355,5,80,0.0,5,0.16489784092290202,0.026498846339126577,0.25666457911927876,0.012602862315263195,0.3196146528039543,0.05186454778717675,0.005567810687214014,0.0
20,SC-DCF-LS,2.312249896732537,0.3687227816465478,5,0.4169476737883623,0.05925322173959177,5,3.6022344205216674,0.5739194463270344,5,0.8197273098611971,0.028180856847996517,5,0.48642130000000494,0.14400670526972045,5,0.21178502000000635,0.07142094740387603,5,0.014612299999998867,0.002878111590088028,5,80,0.0,5,0.16489784092289855,0.026498846339119107,0.25666457911925816,0.012602862315262134,0.06440175643977442,0.03194041868250078,0.001287130632453368,0.0
50,Independent DCF-LS,22.132299341485226,1.397692540397688,5,0.7683024053488642,0.1262505944853969,5,34.200329629993995,2.1469902478202725,5,0.3173503095182904,0.0438652204068616,5,18.91897305999993,0.26798519281956223,5,8.119709019999956,0.14493008389848933,5,0.7004528399999771,0.03209576650456593,5,80,0.0,5,0.6250671063947203,0.05646098229382151,0.9601632282310497,0.019617122935550704,0.11984662162158594,0.06481470391635397,0.014353663138834046,0.0
50,SC-DCF-LS,22.132299341485215,1.397692540397699,5,0.7683024053488339,0.12625059448535816,5,34.20032962999399,2.1469902478202902,5,0.31735030951829035,0.04386522040686237,5,0.41547723999999564,0.04232197551832288,5,0.18812257999999532,0.023908991493212257,5,0.01675744000000634,0.0036716803214603337,5,80,0.0,5,0.6250671063947252,0.05646098229380418,0.9601632282310577,0.019617122935551047,0.018926962840210372,0.01069242605045736,0.001642025358086717,0.0
100,Independent DCF-LS,54.06421768342034,0.8325079207831408,5,0.7027400937419919,0.018722749710025723,5,83.51328977896867,1.191632765638591,5,0.16499849484809798,0.013183032474186155,5,36.69488704000004,1.291056985573336,5,15.530260200000118,0.6372962026747778,5,1.3904484399999149,0.061645922731476094,5,80,0.0,5,0.37230886053562257,0.008373068215466397,0.532914373636793,0.005895631352373496,0.5773782365135889,0.2850075261966573,0.02756889475265601,0.0
100,SC-DCF-LS,54.06421768342034,0.832507920783124,5,0.7027400937419845,0.018722749710010634,5,83.51328977896867,1.1916327656385601,5,0.164998494848098,0.013183032474186037,5,0.39988888000000317,0.03616573827805138,5,0.18928957999999624,0.03195566240869168,5,0.01740812000001597,0.003347907615525821,5,80,0.0,5,0.372308860535615,0.00837306821545965,0.5329143736367792,0.005895631352373444,0.016173809849237816,0.014291006682373852,0.0014972298021409933,0.0
