m,single_afpc_time_mean,single_afpc_time_std,single_afpc_time_count,projected_afpc_time_mean,projected_afpc_time_std,projected_afpc_time_count,actual_repeated_afpc_time_mean,actual_repeated_afpc_time_std,actual_repeated_afpc_time_count,actual_projected_ratio_mean,actual_projected_ratio_std,actual_projected_ratio_count,single_afpc_time_se,projected_afpc_time_se,actual_repeated_afpc_time_se,actual_projected_ratio_se
5,0.17665838000002623,0.052816184191864964,5,0.8832919000001311,0.26408092095932484,5,1.0374456199999713,0.19699110925951216,5,1.2495539673111309,0.41147151976075325,5,0.02362011563303197,0.11810057816515986,0.08809710225347149,0.18401565779803844
20,0.22817948000001706,0.028763453060893267,5,4.563589600000341,0.5752690612178654,5,4.679279980000001,0.32443460664050583,5,1.0353436918796122,0.12324838842041838,5,0.012863407262356349,0.257268145247127,0.14509156694031514,0.05511835492507068
