method,total_time,afpc_time,fit_time,K,cover_radius,active_pieces,summed_mse,max_coord_mse,std_summed_mse,avg_r2,experiment,n,m,rep,d,q,dict_time,estimated_peak_array_mib,coord_count_measured,timing_note,corr,dataset,config,center_rule,feature_mode,max_k,single_afpc_time,projected_afpc_time,actual_repeated_afpc_time,actual_projected_ratio
kNN,0.7181341000000003,0.0,0.7181341000000003,0,,0.0,0.12693359545647392,0.027818071336343196,0.22663273043592108,0.9555589677152346,rate,10000.0,5,1.0,,,,,,,,,,,,,,,,
MO-RF,2.5520147999999985,0.0,2.5520147999999985,0,,0.0,0.13462690999658028,0.029816533046994748,0.2401569737016352,0.9528997256011792,rate,10000.0,5,1.0,,,,,,,,,,,,,,,,
MO-Ridge,0.007301799999996916,0.0,0.007301799999996916,0,,0.0,1.7463087177133882,0.6557740115180676,2.8346554244547915,0.4448171520598062,rate,10000.0,5,1.0,,,,,,,,,,,,,,,,
PLS,0.04769549999999967,0.0,0.04769549999999967,0,,0.0,1.7465960951819475,0.655875477692197,2.83512219169427,0.4447259336973201,rate,10000.0,5,1.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.17805729999999897,0.03510830000000098,0.010985800000000268,80,1.0832121975890157,80.0,0.12296814123318657,0.02555864448878936,0.2196904539485658,0.9554553555364833,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
Independent DCF-LS,0.5684422999999938,0.08144559999999501,0.03177009999999569,80,1.0832121975890157,80.0,0.1229681412332416,0.025558644488837573,0.21969045394866102,0.955455355536464,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
kNN,0.7805213999999978,0.0,0.7805213999999978,0,,0.0,0.13183003197548473,0.028757494860896928,0.23389685349442518,0.9525931515807422,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
MO-RF,2.689848399999999,0.0,2.689848399999999,0,,0.0,0.13628041032009108,0.028724560964141305,0.24310826900243293,0.9507112729605737,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
MO-Ridge,0.0058067999999984465,0.0,0.0058067999999984465,0,,0.0,1.7248345814928678,0.6351706912075011,2.7909962599286415,0.43596257941796257,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
PLS,0.042793200000001974,0.0,0.042793200000001974,0,,0.0,1.7250738291614347,0.6354810726493143,2.791336964415376,0.43589326197059747,rate,10000.0,5,2.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.1506943000000014,0.029875600000000446,0.013798500000000047,80,1.0908297668712275,80.0,0.1178902899060882,0.02493214759617203,0.20771139123484195,0.9574514428585712,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
Independent DCF-LS,0.5647435000000023,0.08684610000000248,0.038455599999998924,80,1.0908297668712275,80.0,0.11789028990611629,0.024932147596175618,0.20771139123487606,0.9574514428585644,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
kNN,0.6164288000000013,0.0,0.6164288000000013,0,,0.0,0.12663495423281176,0.028179054142259113,0.22153348478751286,0.9546237040202415,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
MO-RF,2.5979147000000005,0.0,2.5979147000000005,0,,0.0,0.13271539349108222,0.029652775059205775,0.2327615855409185,0.9523345178103989,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
MO-Ridge,0.006730900000000872,0.0,0.006730900000000872,0,,0.0,1.7189261175805937,0.6421564101166848,2.7473543567196694,0.43953145389959924,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
PLS,0.05849179999999876,0.0,0.05849179999999876,0,,0.0,1.718889087187359,0.642206753693226,2.747282130744358,0.43954677108547513,rate,10000.0,5,3.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.23324459999999902,0.03498780000000323,0.013004899999998543,80,1.0890099514606066,80.0,0.11853356899920416,0.02462177598489028,0.21273422319404828,0.9575040518029958,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
Independent DCF-LS,0.5456125000000114,0.0797146999999967,0.032604400000003864,80,1.0890099514606066,80.0,0.11853356899919129,0.02462177598489967,0.21273422319400342,0.957504051803005,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
kNN,0.5288735999999972,0.0,0.5288735999999972,0,,0.0,0.12758384671073608,0.02835536401051777,0.22709434018826768,0.9546658470030543,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
MO-RF,2.3856865999999997,0.0,2.3856865999999997,0,,0.0,0.13185619927880773,0.028583719456573165,0.2363969523319784,0.9527744141778427,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
MO-Ridge,0.00886719999999741,0.0,0.00886719999999741,0,,0.0,1.724514388084882,0.6389819524111459,2.8160407758852477,0.44033627406337794,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
PLS,0.05072879999999458,0.0,0.05072879999999458,0,,0.0,1.72467636713133,0.6391159330230508,2.8162971176087512,0.4402859117834959,rate,10000.0,5,4.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.14929540000000685,0.02266320000000377,0.014433400000001484,80,1.1059771813438244,80.0,0.11820468252253682,0.02430360319895827,0.21369465633183182,0.9573856952226066,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
Independent DCF-LS,0.573555500000019,0.0858601000000192,0.03334389999999843,80,1.1059771813438244,80.0,0.11820468252251799,0.024303603198954006,0.21369465633181495,0.95738569522261,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
kNN,0.6535934000000054,0.0,0.6535934000000054,0,,0.0,0.12811648122304894,0.029164243749246074,0.23014941861468527,0.9540654937551679,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
MO-RF,2.6540914000000058,0.0,2.6540914000000058,0,,0.0,0.1324206965850148,0.028575506542706523,0.23898323470373614,0.9523211933769617,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
MO-Ridge,0.011185500000003401,0.0,0.011185500000003401,0,,0.0,1.7085635262589862,0.6329748003143617,2.789211516209398,0.43935377927836516,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
PLS,0.044871999999998025,0.0,0.044871999999998025,0,,0.0,1.7089533913017159,0.6331904092914861,2.7898008494831243,0.4392344136381931,rate,10000.0,5,5.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.5344083999999967,0.22604839999999626,0.01270139999999742,80,1.7023810700985376,80.0,0.11521258434944831,0.0235241481393628,0.2052492911473922,0.9591667386676423,scaling,10000.0,5,0.0,,,,,,,,,,,,,,,,
Independent DCF-LS,2.2096322999999813,0.832210400000001,0.06930339999998836,80,1.7023810700985376,80.0,0.11521258434942556,0.023524148139332554,0.2052492911473489,0.9591667386676512,scaling,10000.0,5,0.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.4817121999999969,0.2177971999999997,0.012327800000001332,80,1.6710010468341676,80.0,0.119261378207092,0.025319378506820426,0.2147969454510963,0.9577077141789883,scaling,10000.0,5,1.0,,,,,,,,,,,,,,,,
Independent DCF-LS,2.050492699999978,0.805831899999994,0.06482969999999,80,1.6710010468341676,80.0,0.11926137820706315,0.025319378506819406,0.2147969454510562,0.957707714178996,scaling,10000.0,5,1.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.6156224000000066,0.30051639999999935,0.01043660000000557,80,1.6942149285465766,80.0,0.1193103953639148,0.024573453535544583,0.21045346148518293,0.9577199726419607,scaling,10000.0,5,2.0,,,,,,,,,,,,,,,,
Independent DCF-LS,2.087420299999984,0.7955874999999963,0.06550259999999497,80,1.6942149285465766,80.0,0.119310395363899,0.02457345353553885,0.21045346148513533,0.9577199726419703,scaling,10000.0,5,2.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.6622352000000049,0.3565269999999998,0.012638700000003666,80,1.7184175492097113,80.0,0.11703178593631695,0.02420867969112757,0.20660572393418183,0.9568258984667664,scaling,10000.0,5,3.0,,,,,,,,,,,,,,,,
Independent DCF-LS,2.2303076999999902,0.8210306999999943,0.06042060000000049,80,1.7184175492097113,80.0,0.11703178593630527,0.024208679691130185,0.2066057239341682,0.9568258984667691,scaling,10000.0,5,3.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.6890019999999879,0.3188240999999934,0.009816299999997113,80,1.7016913247854328,80.0,0.11646962977348879,0.02408377312187784,0.20805645374641707,0.9580935421472802,scaling,10000.0,5,4.0,,,,,,,,,,,,,,,,
Independent DCF-LS,2.166063500000007,0.8175489999999996,0.06796369999999996,80,1.7016913247854328,80.0,0.1164696297734954,0.0240837731218758,0.20805645374642256,0.9580935421472789,scaling,10000.0,5,4.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.48228830000000045,0.22408229999999918,0.014224699999999757,80,1.7167133613494159,80.0,2.8904012386334985,0.5134974391546543,4.505194226863484,0.7763380981993608,scaling,10000.0,20,0.0,,,,,,,,,,,,,,,,
Independent DCF-LS,8.13869179999999,3.2099747999999693,0.2520421999999911,80,1.7167133613494159,80.0,2.890401238633511,0.5134974391546904,4.505194226863581,0.7763380981993555,scaling,10000.0,20,0.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.47490020000000754,0.21205520000000888,0.014025799999998867,80,1.7726758409772485,80.0,2.3066425171656286,0.38875917223225304,3.5750602659021062,0.8196654503821172,scaling,10000.0,20,1.0,,,,,,,,,,,,,,,,
Independent DCF-LS,8.256996399999963,3.2278625999999946,0.2552078999999736,80,1.7726758409772485,80.0,2.3066425171654377,0.3887591722322463,3.575060265901779,0.8196654503821333,scaling,10000.0,20,1.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.7264688000000064,0.31864920000001007,0.019353899999998703,80,1.7037191401894534,80.0,2.310563633500602,0.4035406410825704,3.610229248189958,0.8189814968560732,scaling,10000.0,20,2.0,,,,,,,,,,,,,,,,
Independent DCF-LS,8.793075399999992,3.262473,0.26404410000000667,80,1.7037191401894534,80.0,2.3105636335005886,0.4035406410825557,3.6102292481899454,0.8189814968560738,scaling,10000.0,20,2.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.3754299999999944,0.12290930000000344,0.01149159999999938,80,1.7049314164142138,80.0,2.1794536815972756,0.4229189965383399,3.3957814249020117,0.8292405079085645,scaling,10000.0,20,3.0,,,,,,,,,,,,,,,,
Independent DCF-LS,7.199507199999999,3.0273454999999956,0.2515722999999923,80,1.7049314164142138,80.0,2.1794536815972654,0.4229189965383349,3.3957814249019944,0.8292405079085654,scaling,10000.0,20,3.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.37301920000001587,0.18122910000001013,0.013965499999997633,80,1.8715622327321189,80.0,1.8741884127656816,0.3560221199339939,2.9249069367507774,0.8544109959598698,scaling,10000.0,20,4.0,,,,,,,,,,,,,,,,
Independent DCF-LS,7.144623999999936,3.0217625999999598,0.23022819999997068,80,1.8715622327321189,80.0,1.8741884127656778,0.356022119933992,2.924906936750768,0.8544109959598705,scaling,10000.0,20,4.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.485046600000004,0.21653160000001037,0.022737800000001585,80,1.7636176449675445,80.0,22.92452776552283,0.7130302941626835,35.55138307650026,0.29151603581247537,scaling,10000.0,50,0.0,,,,,,,,,,,,,,,,
Independent DCF-LS,19.22454880000005,8.352468200000047,0.6821638999999067,80,1.7636176449675445,80.0,22.924527765522747,0.7130302941626548,35.55138307650013,0.2915160358124784,scaling,10000.0,50,0.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.3817222000000129,0.16294339999998897,0.01622510000001398,80,1.717027959673722,80.0,23.702313540817162,0.9391613396671252,36.55070565672936,0.26584001460559337,scaling,10000.0,50,1.0,,,,,,,,,,,,,,,,
Independent DCF-LS,18.882792600000016,8.080794799999978,0.6544357000001071,80,1.717027959673722,80.0,23.702313540816988,0.9391613396671548,36.55070565672908,0.26584001460559964,scaling,10000.0,50,1.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.4057038999999918,0.19932649999998375,0.01702550000001679,80,1.7489076676111768,80.0,20.641833061116635,0.6667448016301968,31.93005309374094,0.3618170391978881,scaling,10000.0,50,2.0,,,,,,,,,,,,,,,,
Independent DCF-LS,18.827182899999855,8.059985699999942,0.7149594999999067,80,1.7489076676111768,80.0,20.64183306111659,0.6667448016301999,31.93005309374086,0.3618170391978902,scaling,10000.0,50,2.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.3830825999999661,0.16335859999998092,0.014756199999993669,80,1.7332277886449696,80.0,20.666818882000634,0.6585826050514376,31.917845267112433,0.3642699103320471,scaling,10000.0,50,3.0,,,,,,,,,,,,,,,,
Independent DCF-LS,18.540014100000008,7.963860299999993,0.7149108999999498,80,1.7332277886449696,80.0,20.66681888200064,0.6585826050514416,31.917845267112412,0.36426991033204736,scaling,10000.0,50,3.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.42183090000000334,0.19845280000001253,0.013042600000005677,80,1.7650594127622232,80.0,22.7260034579688,0.8639929862327265,35.05166105588693,0.3033085476434478,scaling,10000.0,50,4.0,,,,,,,,,,,,,,,,
Independent DCF-LS,19.120326899999725,8.141436099999822,0.735794200000015,80,1.7650594127622232,80.0,22.726003457969163,0.8639929862328696,35.05166105588749,0.3033085476434363,scaling,10000.0,50,4.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.46181769999998323,0.2313852000000054,0.014993699999990895,80,1.7310554404084624,80.0,53.77337723277809,0.6954141959152369,82.91767956382117,0.17257928983527385,scaling,10000.0,100,0.0,,,,,,,,,,,,,,,,
Independent DCF-LS,37.351305400000115,15.806975500000107,1.4121211999999161,80,1.7310554404084624,80.0,53.7733772327781,0.695414195915236,82.9176795638212,0.1725792898352737,scaling,10000.0,100,0.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.37752219999998715,0.17386569999996482,0.020990500000038992,80,1.7652594834906437,80.0,54.736247824577966,0.7031172238999531,84.4452937063628,0.15245730913922786,scaling,10000.0,100,1.0,,,,,,,,,,,,,,,,
Independent DCF-LS,38.46597270000001,16.273342800000478,1.4807607999997572,80,1.7652594834906437,80.0,54.736247824577816,0.7031172238999485,84.44529370636255,0.1524573091392302,scaling,10000.0,100,1.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.37735179999998536,0.1727217999999766,0.019169700000020384,80,1.8356506219363231,80.0,53.349008417296886,0.6883075531546368,82.43262970850684,0.1734226612937659,scaling,10000.0,100,2.0,,,,,,,,,,,,,,,,
Independent DCF-LS,36.03613410000003,15.474258099999986,1.3405510000002323,80,1.8356506219363231,80.0,53.34900841729688,0.6883075531546404,82.43262970850684,0.17342266129376618,scaling,10000.0,100,2.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.4024115000000279,0.21381110000004355,0.012879300000008698,80,1.7841783439204628,80.0,55.14467047478805,0.7347787691075492,85.11256992352732,0.14906354151061435,scaling,10000.0,100,3.0,,,,,,,,,,,,,,,,
Independent DCF-LS,35.06839040000057,14.534428800000285,1.3265590999999972,80,1.7841783439204628,80.0,55.1446704747882,0.7347787691075865,85.11256992352757,0.14906354151061194,scaling,10000.0,100,3.0,,,,,,,,,,,,,,,,
SC-DCF-LS,0.38034120000003213,0.15466409999999087,0.01900740000002088,80,1.6817940719675324,80.0,53.31778446766068,0.6920827266325464,82.65827599262522,0.17746967246160816,scaling,10000.0,100,4.0,,,,,,,,,,,,,,,,
Independent DCF-LS,36.55263259999947,15.562295799999731,1.3922500999996714,80,1.6817940719675324,80.0,53.31778446766069,0.6920827266325479,82.65827599262522,0.17746967246160783,scaling,10000.0,100,4.0,,,,,,,,,,,,,,,,
SC-DCF-LS,3.8896651000001157,1.1250244000000293,0.23397350000004735,80,,,,,,,large_scale_stress,50000.0,100,,50.0,161.0,2.530667200000039,241.02799224853516,100.0,actual shared fit,,,,,,,,,,
Independent DCF-LS,398.76262999999653,165.41885999999977,23.57656200000065,80,,,,,,,large_scale_stress,50000.0,100,,50.0,161.0,209.76720799999612,241.02799224853516,5.0,extrapolated from 5 actual coordinate fits,,,,,,,,,,
SC-DCF-LS,3.221178000000009,1.2039318000000776,0.22945499999991625,80,,,,,,,large_scale_stress,50000.0,200,,50.0,161.0,1.7877912000000151,279.2977981567383,200.0,actual shared fit,,,,,,,,,,
Independent DCF-LS,777.6435680000168,320.22650400000657,46.01805200000399,80,,,,,,,large_scale_stress,50000.0,200,,50.0,161.0,411.3990120000063,279.2977981567383,5.0,extrapolated from 5 actual coordinate fits,,,,,,,,,,
SC-DCF-LS,0.14046649999988858,0.05718709999996463,0.005198999999947773,58,1.9354238317298535,58.0,3.6427241859253012,0.496550194667124,5.514071075193193,0.7254798290741272,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
Independent DCF-LS,3.1910418000001073,1.3394089000000804,0.12485640000011244,58,1.9354238317298535,58.0,3.642724185925289,0.4965501946671229,5.514071075193164,0.7254798290741284,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
kNN,0.20305450000000747,0.0,0.20305450000000747,0,,0.0,3.310695080350291,0.42442393452498234,5.017330758321896,0.7502315298992488,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
MO-RF,2.6422757000000274,0.0,2.6422757000000274,0,,0.0,2.5370655609521875,0.1976555004099997,3.8498456527784177,0.8083428119624172,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
MO-Ridge,0.017622299999970892,0.0,0.017622299999970892,0,,0.0,11.826295660009722,0.72607955742442,17.78296457976902,0.11341091245993709,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
PLS,0.0793128999999908,0.0,0.0793128999999908,0,,0.0,11.769116574583228,0.7226146574910428,17.69602647964961,0.1177602673027917,correlation,5000.0,20,0.0,,,,,,,0.0,,,,,,,,,
SC-DCF-LS,0.1841701999998122,0.07198589999995875,0.0047215999999252745,58,1.9591070697058874,58.0,3.8867751120249605,0.5337789215662371,5.937984427332202,0.6979465537855752,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
Independent DCF-LS,3.114745099999709,1.342309899999691,0.17093769999996766,58,1.9591070697058874,58.0,3.886775112024993,0.5337789215662384,5.937984427332249,0.6979465537855727,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
kNN,0.1760393000000704,0.0,0.1760393000000704,0,,0.0,3.3416241011929877,0.4617527109246394,5.121365537612405,0.7400691428600288,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
MO-RF,2.6147571999999855,0.0,2.6147571999999855,0,,0.0,2.4349218710697436,0.1997243823562875,3.750268701696533,0.810389687976856,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
MO-Ridge,0.01692460000003848,0.0,0.01692460000003848,0,,0.0,11.524016899477886,0.6793527521522399,17.586999454938837,0.11264090943718004,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
PLS,0.046628199999986464,0.0,0.046628199999986464,0,,0.0,11.514759050122112,0.6809018030946293,17.5709374372726,0.11345013212357966,correlation,5000.0,20,1.0,,,,,,,0.0,,,,,,,,,
SC-DCF-LS,0.15236379999998917,0.04970519999994849,0.005251899999962006,58,1.9911680564334389,58.0,3.7471829369848066,0.5140689915284026,5.633323581239118,0.7154115107508972,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
Independent DCF-LS,3.328707600000371,1.5076965000000655,0.1295537000002014,58,1.9911680564334389,58.0,3.7471829369848586,0.5140689915284011,5.633323581239204,0.715411510750893,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
kNN,0.16236429999992197,0.0,0.16236429999992197,0,,0.0,3.598055133997982,0.4719482760512891,5.413455847627588,0.7263766874370919,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
MO-RF,3.094211800000039,0.0,3.094211800000039,0,,0.0,1.9465803166032227,0.17772114032327385,2.95506186856204,0.8504452454078901,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
MO-Ridge,0.012130099999922095,0.0,0.012130099999922095,0,,0.0,11.704397759092997,0.7048245233029737,17.56680294861156,0.10982957061982987,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
PLS,0.13384069999995063,0.0,0.13384069999995063,0,,0.0,11.654582242423109,0.7022575909889914,17.49132227713703,0.11365715462416877,correlation,5000.0,20,2.0,,,,,,,0.0,,,,,,,,,
SC-DCF-LS,0.1337545000000091,0.05905310000002828,0.006384700000012344,58,1.9396240461901004,58.0,3.9966440771894405,0.5944225672147421,6.0901249669800785,0.6960691124047698,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
Independent DCF-LS,3.698694199999977,1.5363827999999558,0.2069458000001987,58,1.9396240461901004,58.0,3.9966440771894227,0.5944225672147238,6.090124966980052,0.6960691124047711,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
kNN,0.21087999999997464,0.0,0.21087999999997464,0,,0.0,3.6149703616559807,0.4884917824932347,5.531165559695828,0.7243377329375694,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
MO-RF,3.0863405000000057,0.0,3.0863405000000057,0,,0.0,2.0617468003259605,0.19092087530166613,3.1855635529967468,0.8413252066717737,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
MO-Ridge,0.013289099999951759,0.0,0.013289099999951759,0,,0.0,11.640765114883456,0.6921011856416732,17.888403888404266,0.110082617738118,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
PLS,0.06534629999998742,0.0,0.06534629999998742,0,,0.0,11.617686496838825,0.6907672347386845,17.852760194700366,0.11181850807171897,correlation,5000.0,20,3.0,,,,,,,0.0,,,,,,,,,
SC-DCF-LS,0.09108500000002095,0.04167489999997542,0.004751900000087517,58,2.023902522625833,58.0,3.6770968031590097,0.5005294389421306,5.59831556133827,0.7175383701660762,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
Independent DCF-LS,3.1244232000001375,1.3350689000003513,0.10854599999993297,58,2.023902522625833,58.0,3.677096803158991,0.5005294389421326,5.598315561338239,0.7175383701660778,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
kNN,0.21148919999995996,0.0,0.21148919999995996,0,,0.0,3.30176070672628,0.4360892704229243,5.037990257981171,0.7465072870163032,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
MO-RF,2.7515869000000066,0.0,2.7515869000000066,0,,0.0,1.9590982942345418,0.18460403103048612,3.0103438956916526,0.8491812165853225,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
MO-Ridge,0.013109299999996438,0.0,0.013109299999996438,0,,0.0,11.757061670061683,0.7187643076581459,17.897660450058495,0.11070065951873483,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
PLS,0.06280849999996008,0.0,0.06280849999996008,0,,0.0,11.728265083059565,0.720913053172964,17.852555635599977,0.11296894081322098,correlation,5000.0,20,4.0,,,,,,,0.0,,,,,,,,,
SC-DCF-LS,0.1367595000001529,0.06080840000004173,0.004404200000067249,58,1.9229971026651116,58.0,4.681730980055039,0.7179788221785338,7.106173047428977,0.6462860060809146,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
Independent DCF-LS,3.1161970000005113,1.4080087000000958,0.10891870000045856,58,1.9229971026651116,58.0,4.681730980055097,0.7179788221785647,7.1061730474290465,0.6462860060809115,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
kNN,0.17243840000003274,0.0,0.17243840000003274,0,,0.0,3.9276772858708577,0.532208404257731,5.974950408074119,0.7025318580165192,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
MO-RF,2.8335233000000244,0.0,2.8335233000000244,0,,0.0,2.275645853458651,0.21733736068392723,3.4892730871928888,0.8261816055535742,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
MO-Ridge,0.017788599999903454,0.0,0.017788599999903454,0,,0.0,11.733212906308712,0.7022270317419046,17.855651205509368,0.11065860180481699,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
PLS,0.060846600000104445,0.0,0.060846600000104445,0,,0.0,11.698255189553256,0.7026671238211475,17.802128357154793,0.11331861355048041,correlation,5000.0,20,0.0,,,,,,,0.5,,,,,,,,,
SC-DCF-LS,0.13082329999986086,0.05890979999992396,0.004780900000014299,58,1.9740845046697795,58.0,4.353801266626475,0.5780444775844451,6.708640094327631,0.6643126883359834,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
Independent DCF-LS,3.2768061000002717,1.4983344000000898,0.12393980000001648,58,1.9740845046697795,58.0,4.353801266626442,0.578044477584442,6.708640094327603,0.6643126883359851,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
kNN,0.13028719999999794,0.0,0.13028719999999794,0,,0.0,3.8238414399663316,0.5211875713579887,5.909047995334242,0.7048193586226608,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
MO-RF,3.0367148999999927,0.0,3.0367148999999927,0,,0.0,2.36195744541987,0.19730556218867046,3.66153509688936,0.8173109500118269,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
MO-Ridge,0.017364700000030098,0.0,0.017364700000030098,0,,0.0,11.612866604893236,0.7059590343667191,17.818518239514187,0.11360539271124215,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
PLS,0.07595340000000306,0.0,0.07595340000000306,0,,0.0,11.577083770169445,0.7009983872099357,17.762271938060632,0.11634283602519602,correlation,5000.0,20,1.0,,,,,,,0.5,,,,,,,,,
SC-DCF-LS,0.13452470000004269,0.05900080000003527,0.004656400000044414,58,1.9341764369938903,58.0,3.6088962791566024,0.5748061158281722,5.510086503098819,0.7277321337680983,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
Independent DCF-LS,3.3427515999995876,1.4179897999999866,0.12033459999997831,58,1.9341764369938903,58.0,3.608896279156587,0.5748061158281805,5.510086503098806,0.7277321337680989,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
kNN,0.16114470000002257,0.0,0.16114470000002257,0,,0.0,3.6735120836134834,0.5253095567545991,5.603031213302846,0.7224216512042153,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
MO-RF,2.4666151000000127,0.0,2.4666151000000127,0,,0.0,2.142975616970488,0.1989619849685009,3.280244099280958,0.8364206074583039,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
MO-Ridge,0.018545600000038576,0.0,0.018545600000038576,0,,0.0,11.813792734269008,0.7069300204455758,17.88831674056867,0.10822583157941959,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
PLS,0.0686411000000362,0.0,0.0686411000000362,0,,0.0,11.760583937363169,0.7019737999067123,17.80643119192252,0.11229015603127765,correlation,5000.0,20,2.0,,,,,,,0.5,,,,,,,,,
SC-DCF-LS,0.12883429999999407,0.05864459999997962,0.004189300000007279,58,1.8858236982652685,58.0,3.6521024109624887,0.49965954601803664,5.515117536743041,0.7246144785220718,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
Independent DCF-LS,3.110355400000003,1.4067815000001929,0.1374035000000049,58,1.8858236982652685,58.0,3.6521024109625215,0.49965954601804335,5.515117536743081,0.7246144785220697,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
kNN,0.2027726999999686,0.0,0.2027726999999686,0,,0.0,3.6406731126657914,0.5024740775583547,5.505782604857284,0.7253966055383227,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
MO-RF,3.1273603000000776,0.0,3.1273603000000776,0,,0.0,2.0719980599891685,0.20015199796647368,3.1620481306523103,0.8423530047631665,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
MO-Ridge,0.01407249999999749,0.0,0.01407249999999749,0,,0.0,11.789361162048703,0.6956880511147248,17.83133976848187,0.11086030683002054,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
