method,total_time,afpc_time,fit_time,K,cover_radius,active_pieces,summed_mse,max_coord_mse,std_summed_mse,avg_r2,experiment,n,m,rep,d,q,dict_time,estimated_peak_array_mib,coord_count_measured,timing_note,corr,dataset,config,center_rule,feature_mode,max_k,single_afpc_time,projected_afpc_time,actual_repeated_afpc_time,actual_projected_ratio
PLS,0.059693700000025274,0.0,0.059693700000025274,0,,0.0,11.768748912828576,0.6937861716034001,17.800323975295814,0.1123984829307573,correlation,5000.0,20,3.0,,,,,,,0.5,,,,,,,,,
SC-DCF-LS,0.1314187000000402,0.05654980000008436,0.00486209999996845,58,2.0831907160190686,58.0,3.6093061497791403,0.4789702213667042,5.459988241414642,0.7266250130007097,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
Independent DCF-LS,3.4159406999996236,1.4906807000000981,0.13252949999957764,58,2.0831907160190686,58.0,3.6093061497791767,0.4789702213667103,5.459988241414703,0.7266250130007064,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
kNN,0.23847200000000157,0.0,0.23847200000000157,0,,0.0,3.399907788168674,0.45390201040674494,5.154085297830276,0.7418762872775552,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
MO-RF,3.5723363999999265,0.0,3.5723363999999265,0,,0.0,2.4703138934478375,0.21205265380192143,3.753681986793489,0.8110242494356161,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
MO-Ridge,0.01759099999992486,0.0,0.01759099999992486,0,,0.0,11.640788308052315,0.6928694708072441,17.555913516229847,0.11307214519500271,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
PLS,0.046015699999998105,0.0,0.046015699999998105,0,,0.0,11.604112864211308,0.6922248305932603,17.498542733774038,0.1159029728662063,correlation,5000.0,20,4.0,,,,,,,0.5,,,,,,,,,
SC-DCF-LS,0.1422808999999461,0.04682999999999993,0.00424119999991035,58,2.046752925070147,58.0,3.601442484418511,0.5665892281198731,5.435400539798898,0.7234614989698047,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
Independent DCF-LS,3.556376300000011,1.5089871999997513,0.1360004000000572,58,2.046752925070147,58.0,3.6014424844185338,0.566589228119866,5.435400539798936,0.7234614989698027,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
kNN,0.16561850000005052,0.0,0.16561850000005052,0,,0.0,3.4245475803166827,0.4768817525700139,5.165418649521099,0.7375898903672014,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
MO-RF,3.4030046999999968,0.0,3.4030046999999968,0,,0.0,2.204626369836647,0.1897214369338539,3.333373450331939,0.8307654279370917,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
MO-Ridge,0.007912700000019868,0.0,0.007912700000019868,0,,0.0,11.618661218653298,0.6992019904122236,17.340217948944133,0.11757286110409007,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
PLS,0.16942779999999402,0.0,0.16942779999999402,0,,0.0,11.588089533823892,0.694239682117375,17.294098110915957,0.11988234321440641,correlation,5000.0,20,0.0,,,,,,,0.9,,,,,,,,,
SC-DCF-LS,0.1459313000000293,0.04872729999999592,0.007272100000022874,58,2.0461117321037348,58.0,3.77966370275191,0.5832078254511553,5.816896135734602,0.7088519379077503,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
Independent DCF-LS,3.486193500000354,1.4981345000001056,0.1367637000000741,58,2.0461117321037348,58.0,3.779663702751902,0.5832078254511706,5.81689613573461,0.7088519379077496,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
kNN,0.2579627000000073,0.0,0.2579627000000073,0,,0.0,3.552863727659772,0.4819034443169825,5.473026432670317,0.7262157582852014,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
MO-RF,3.314553299999943,0.0,3.314553299999943,0,,0.0,2.2621574756907092,0.21323324583508205,3.503082145673571,0.8250389591607099,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
MO-Ridge,0.010135199999922406,0.0,0.010135199999922406,0,,0.0,11.640328048152353,0.6987699141938234,17.898153127350486,0.11112819883379121,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
PLS,0.04379920000008042,0.0,0.04379920000008042,0,,0.0,11.625153967742033,0.6982016282181491,17.874209418405272,0.11230294624414197,correlation,5000.0,20,1.0,,,,,,,0.9,,,,,,,,,
SC-DCF-LS,0.13862889999995787,0.0482148999999481,0.004564000000073065,58,1.9126263929372038,58.0,3.480528684885705,0.5114812459299478,5.338325660004168,0.7344727461112257,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
Independent DCF-LS,3.439430100000095,1.4428069999999025,0.12964689999989787,58,1.9126263929372038,58.0,3.4805286848856887,0.5114812459299479,5.338325660004141,0.7344727461112273,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
kNN,0.19935850000001665,0.0,0.19935850000001665,0,,0.0,3.4995348698206863,0.4774302873040341,5.36928794923901,0.7334303854124011,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
MO-RF,3.1613769000000502,0.0,3.1613769000000502,0,,0.0,2.389677149377938,0.21134017912648057,3.6794089289111116,0.8176098601028642,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
MO-Ridge,0.016530600000010054,0.0,0.016530600000010054,0,,0.0,11.754846984216,0.7093006607738389,17.924039556079848,0.11240701401061585,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
PLS,0.05259620000003906,0.0,0.05259620000003906,0,,0.0,11.739031245323657,0.705204527647935,17.898866199263843,0.11364725376306746,correlation,5000.0,20,2.0,,,,,,,0.9,,,,,,,,,
SC-DCF-LS,0.1609692999999197,0.060256299999991825,0.006426999999916916,58,1.8963206977803724,58.0,3.7986659957585007,0.4877919677917138,5.659013921221621,0.7116010360957911,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
Independent DCF-LS,3.3662040000001525,1.517671300000302,0.1271489999998039,58,1.8963206977803724,58.0,3.7986659957584643,0.487791967791714,5.659013921221565,0.7116010360957936,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
kNN,0.20359659999996893,0.0,0.20359659999996893,0,,0.0,3.4908561012502988,0.45735498213135567,5.213006423716924,0.735396295221555,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
MO-RF,3.129156500000022,0.0,3.129156500000022,0,,0.0,2.5402978694015275,0.2139021524439912,3.805193509419162,0.8067967848815029,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
MO-Ridge,0.017927200000031007,0.0,0.017927200000031007,0,,0.0,11.764502945296664,0.7241363835980339,17.46036585698267,0.11363276603905385,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
PLS,0.04989160000002357,0.0,0.04989160000002357,0,,0.0,11.734442513766798,0.72736284055457,17.413454330825797,0.11592308158029785,correlation,5000.0,20,3.0,,,,,,,0.9,,,,,,,,,
SC-DCF-LS,0.11903090000009797,0.05200220000006084,0.0052703000000065,58,1.9031031284340367,58.0,9.384600378698229,1.6585028933571722,14.285948615644317,0.2822251349816005,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
Independent DCF-LS,3.4547042999997757,1.5046225999997205,0.1458373999998912,58,1.9031031284340367,58.0,9.384600378698316,1.6585028933569546,14.285948615644248,0.2822251349816038,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
kNN,0.26707569999996394,0.0,0.26707569999996394,0,,0.0,3.391206998688233,0.4663914666521348,5.1754858962523365,0.7401218510823365,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
MO-RF,3.098584800000026,0.0,3.098584800000026,0,,0.0,2.5486911904745595,0.19366712451957324,3.8943151759222103,0.8039197967397597,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
MO-Ridge,0.01728190000005725,0.0,0.01728190000005725,0,,0.0,11.599676804909944,0.6888887500416339,17.574049597349788,0.1147330226142242,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
PLS,0.07524030000001858,0.0,0.07524030000001858,0,,0.0,11.610996818711449,0.6900262679072721,17.591463120579494,0.11387143580752435,correlation,5000.0,20,4.0,,,,,,,0.9,,,,,,,,,
SC-DCF-LS,0.009588500000063505,0.0019793000000163374,0.0022174000000632077,48,,,14.896024534653524,9.221873924987111,0.1580718928176106,0.9213796070003338,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
Independent DCF-LS,0.010866700000178753,0.002736900000058995,0.0033527000000503904,48,,,14.896024534654106,9.221873924987856,0.15807189281761727,0.9213796070003306,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
kNN,0.002228800000011688,0.0,0.002228800000011688,0,,,18.309972762040044,10.168002281746034,0.19282625072663725,0.9040170616622055,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
MO-RF,0.10881490000008398,0.0,0.10881490000008398,0,,,3.5407419045238124,3.3446075443722965,0.03902793885791369,0.9806643900140597,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
MO-Ridge,0.0014838000000736429,0.0,0.0014838000000736429,0,,,19.46879217917901,10.643194366275338,0.2048175742481763,0.8980370032345109,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
PLS,0.0017098999999234366,0.0,0.0017098999999234366,0,,,27.306435018087683,15.089997769310342,0.28747656194250176,0.856898167447381,real_energy,768.0,2,0.0,8.0,,,,,,,Energy,,,,,,,,
SC-DCF-LS,0.005873599999972612,0.0008057000000007974,0.0013466999999991458,48,,,14.661611105528053,8.0545216038079,0.1545646591780166,0.9231747110221136,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
Independent DCF-LS,0.0097761999999193,0.0020629999999073334,0.00367319999998017,48,,,14.661611105527019,8.054521603807943,0.1545646591780065,0.9231747110221187,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
kNN,0.0029090000000451255,0.0,0.0029090000000451255,0,,,20.315290861471855,11.20257358518217,0.21422087663495243,0.8935293939141404,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
MO-RF,0.1413067000000865,0.0,0.1413067000000865,0,,,3.3622271165223676,3.101040338564214,0.03706301893753445,0.9817682629784044,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
MO-Ridge,0.0009267000000363623,0.0,0.0009267000000363623,0,,,21.869492683788465,12.551070868496424,0.23124375744250253,0.8851433134986129,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
PLS,0.0010813000000098327,0.0,0.0010813000000098327,0,,,29.63362429535345,16.48275261544131,0.31266378749286466,0.84462345445753,real_energy,768.0,2,1.0,8.0,,,,,,,Energy,,,,,,,,
SC-DCF-LS,0.006329200000095625,0.0007709000000204469,0.0011173000000326283,48,,,12.219742867553718,7.145126975339006,0.128890737971575,0.9348792396403909,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
Independent DCF-LS,0.016315400000280533,0.002806700000064666,0.0038208000000850006,48,,,12.219742867551926,7.1451269753386315,0.12889073797155687,0.9348792396403999,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
kNN,0.0035564999999451175,0.0,0.0035564999999451175,0,,,16.374686996121934,8.537853084460677,0.17080070637361688,0.914236189168553,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
MO-RF,0.08862829999998212,0.0,0.08862829999998212,0,,,2.954498406147185,2.8027288869047586,0.032348325919103,0.9833274602825335,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
MO-Ridge,0.0009023000000070169,0.0,0.0009023000000070169,0,,,17.517595980126753,8.931836451669332,0.18294470308742866,0.9080758888161202,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
PLS,0.0010258000000931133,0.0,0.0010258000000931133,0,,,25.758875854838937,13.28698314633449,0.2688436211742139,0.8649616099268168,real_energy,768.0,2,2.0,8.0,,,,,,,Energy,,,,,,,,
SC-DCF-LS,0.005799299999921459,0.0007832000000007611,0.0020571999999674517,48,,,14.07542158630693,8.26741711225879,0.14802014375847658,0.9243842666703845,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
Independent DCF-LS,0.01031319999981406,0.003269099999897662,0.0022339999999303473,48,,,14.075421586306636,8.267417112258302,0.14802014375847308,0.9243842666703862,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
kNN,0.0028381999999282925,0.0,0.0028381999999282925,0,,,17.43301861070261,9.47981420320443,0.18235415465063132,0.9067324106539898,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
MO-RF,0.08127380000007633,0.0,0.08127380000007633,0,,,4.03021617265795,3.7978369812999264,0.04421896014489159,0.9776225232963804,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
MO-Ridge,0.0010959999999613501,0.0,0.0010959999999613501,0,,,18.602196663025914,10.348722511817993,0.1948833179370888,0.9003588717968762,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
PLS,0.0011877000000595217,0.0,0.0011877000000595217,0,,,26.397502976176096,15.10848144186592,0.27709284023431763,0.8583891256290723,real_energy,768.0,2,3.0,8.0,,,,,,,Energy,,,,,,,,
SC-DCF-LS,0.005409200000030978,0.001332600000068851,0.0012034999999741558,48,,,12.691717134289833,7.50616860486538,0.1341530241296031,0.9331851188334108,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
Independent DCF-LS,0.010928800000101546,0.0022404000000051383,0.0037384000000884043,48,,,12.691717134290414,7.506168604865954,0.1341530241296095,0.9331851188334075,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
kNN,0.002239400000007663,0.0,0.002239400000007663,0,,,15.554804864015976,8.170398193536672,0.16317381155695607,0.9187884966011362,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
MO-RF,0.0753264999999601,0.0,0.0753264999999601,0,,,4.047617291931732,3.74832771387073,0.04441909381755766,0.9778018276898491,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
MO-Ridge,0.0008548999999220541,0.0,0.0008548999999220541,0,,,17.18592346469576,9.207178193606946,0.1805019842727687,0.9101541985929948,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
PLS,0.0010766000000330678,0.0,0.0010766000000330678,0,,,21.675485611329872,11.559559843903674,0.22759158156470613,0.8867180619673578,real_energy,768.0,2,4.0,8.0,,,,,,,Energy,,,,,,,,
SC-DCF-LS,0.18571280000014667,0.08729320000009011,0.006602300000054129,80,,,9835133.524034396,5601932.571957904,5.480393773439883,0.24370263420998284,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
Independent DCF-LS,1.1918851000004906,0.5205940000000737,0.02004830000032598,80,,,9835133.52403399,5601932.571957027,5.4803937734399435,0.24370263420997285,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
kNN,0.01394310000000587,0.0,0.01394310000000587,0,,,5977238.982693284,3465661.2118608225,3.837555879819518,0.4729929754342727,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
MO-RF,6.294931999999903,0.0,6.294931999999903,0,,,5466955.892822051,3140572.1791893067,3.465183686957987,0.5227492906330409,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
MO-Ridge,0.01293230000010226,0.0,0.01293230000010226,0,,,5118341.449613487,2904985.12854755,3.4276746646839786,0.527968448666928,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
PLS,0.05130909999991218,0.0,0.05130909999991218,0,,,5547205.273746534,3145098.013686663,3.815544545516555,0.4755509683918668,real_communities,1902.0,8,0.0,102.0,,,,,,,Communities,,,,,,,,
SC-DCF-LS,0.1523656999999048,0.08087059999991197,0.003435899999999492,80,,,8726293.531141669,4576230.1071118,5.9974166620081775,0.31752924803286536,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
Independent DCF-LS,1.440048400000478,0.7030806000001348,0.022535800000127892,80,,,8726293.53114104,4576230.107111202,5.9974166620084475,0.31752924803284155,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
kNN,0.015355300000010175,0.0,0.015355300000010175,0,,,7389416.846028167,4076590.2147730747,4.837924483920394,0.46136984667166736,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
MO-RF,5.505952500000035,0.0,5.505952500000035,0,,,7485570.068792295,4135863.99518822,4.607982486830851,0.48754997748372536,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
MO-Ridge,0.009593399999971552,0.0,0.009593399999971552,0,,,7074054.589959173,3801243.847469157,4.7037467577256535,0.47256066818848674,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
PLS,0.04359240000007958,0.0,0.04359240000007958,0,,,7074258.258859126,3868381.742710627,4.785039600276282,0.46596313771847003,real_communities,1902.0,8,1.0,102.0,,,,,,,Communities,,,,,,,,
SC-DCF-LS,0.13159990000008293,0.07321600000000217,0.0035013000000390093,80,,,51461357.4400531,30940334.68523851,17.36455225368943,-0.8384421044382829,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
Independent DCF-LS,1.4929546000001892,0.7159277000000657,0.023938900000189278,80,,,51461357.44005781,30940334.685251117,17.36455225369408,-0.8384421044390584,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
kNN,0.015324299999974755,0.0,0.015324299999974755,0,,,11371427.233648526,6424104.336775845,5.314127046821333,0.40017135080871735,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
MO-RF,5.093412599999965,0.0,5.093412599999965,0,,,10809471.815876765,6056609.246322617,4.863479702504713,0.453414705316044,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
MO-Ridge,0.007768699999928685,0.0,0.007768699999928685,0,,,11625638.36930455,6392354.279397519,6.955230884968514,0.17428500885830225,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
PLS,0.05027180000001863,0.0,0.05027180000001863,0,,,11998629.472359838,6664505.515261177,6.229947440070745,0.28599527259175117,real_communities,1902.0,8,2.0,102.0,,,,,,,Communities,,,,,,,,
SC-DCF-LS,0.15112199999987297,0.06668839999997545,0.0028805999999121923,80,,,4979082.600275891,2790582.8121118397,3.738481683565234,0.5216434187786791,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
Independent DCF-LS,1.3657579000000624,0.6270168000002059,0.0258385999999291,80,,,4979082.600275798,2790582.812111789,3.7384816835651655,0.5216434187786883,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
kNN,0.01715660000002117,0.0,0.01715660000002117,0,,,5229274.444728435,2986611.2364357463,3.9606454767332284,0.5013480608272078,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
MO-RF,5.27149559999998,0.0,5.27149559999998,0,,,5369896.089869665,3074591.914239965,3.7691037445734503,0.5178216493433367,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
MO-Ridge,0.00904620000005707,0.0,0.00904620000005707,0,,,4657538.378479595,2622217.3491709623,3.4622922671690253,0.5585549196856787,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
PLS,0.052871200000026874,0.0,0.052871200000026874,0,,,5181069.467271358,2919218.1549251187,3.7813070650951537,0.5190856908549724,real_communities,1902.0,8,3.0,102.0,,,,,,,Communities,,,,,,,,
SC-DCF-LS,0.16064860000005865,0.0802253000000519,0.002388699999983146,80,,,5471395.040358606,3125786.1896543885,3.7282113569349815,0.5071438843365765,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
Independent DCF-LS,1.0437440000001743,0.5166274000000612,0.02055259999997361,80,,,5471395.040358675,3125786.18965444,3.7282113569350233,0.5071438843365703,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
kNN,0.014859499999943182,0.0,0.014859499999943182,0,,,5527110.253414995,3159398.7688251296,3.9356906401028913,0.48600435882328885,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
MO-RF,5.514517400000045,0.0,5.514517400000045,0,,,5415578.395790849,3076166.5990062244,3.5850355729867296,0.5287354945665517,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
MO-Ridge,0.012585500000000138,0.0,0.012585500000000138,0,,,4507268.711384021,2475142.9694037414,3.373161380755741,0.5634479474729914,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
PLS,0.06176300000004176,0.0,0.06176300000004176,0,,,5017861.217233069,2758483.57451538,3.7452011085093173,0.5124842361606139,real_communities,1902.0,8,4.0,102.0,,,,,,,Communities,,,,,,,,
SC-DCF-LS,0.008559099999956743,0.0015105999999605046,0.002329300000042167,58,,,33.7362431795471,7.598762997741707,19.117520403827758,-0.42762305415980567,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
Independent DCF-LS,0.14379200000018955,0.023960100000181228,0.025244300000053954,58,,,33.73624317954603,7.598762997741322,19.117520403827136,-0.42762305415974416,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
kNN,0.004774200000042583,0.0,0.004774200000042583,0,,,19.39618154488143,2.455000785228727,11.403369952925257,0.1570559586008647,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-RF,0.42261949999999615,0.0,0.42261949999999615,0,,,18.760079926624737,2.4093540356394123,11.200408298339088,0.17054181061644869,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-Ridge,0.0011604999999690335,0.0,0.0011604999999690335,0,,,20.64320215001203,2.608327374212459,12.107934324758359,0.10361763966078645,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
PLS,0.033799600000065766,0.0,0.033799600000065766,0,,,20.543665137348537,2.696516075352428,12.005494022971146,0.11219598514468883,real_water_quality,1060.0,14,0.0,16.0,,,,,,,WaterQuality,,,,,,,,
SC-DCF-LS,0.01124060000006466,0.003388700000073186,0.0031153999999560256,58,,,36.09821628087952,4.4713481177822665,22.52945493534795,-0.5360287394681151,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
Independent DCF-LS,0.09308890000056635,0.01911600000028102,0.015596400000163158,58,,,36.098216280884245,4.471348117785569,22.52945493535006,-0.5360287394682459,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
kNN,0.0038696000000300046,0.0,0.0038696000000300046,0,,,21.080648598927606,2.267729342875731,12.836963523248954,0.1350764265683529,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-RF,0.39417710000009265,0.0,0.39417710000009265,0,,,20.629329140461216,2.3139190251572312,12.582828396078012,0.15029100946985988,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-Ridge,0.0015134000000216474,0.0,0.0015134000000216474,0,,,23.37949837686026,2.8016030722407774,14.1340714771207,0.04684839576637288,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
PLS,0.05467759999999089,0.0,0.05467759999999089,0,,,23.052132912018358,2.7955489900009405,13.91250209191956,0.06144164368106113,real_water_quality,1060.0,14,1.0,16.0,,,,,,,WaterQuality,,,,,,,,
SC-DCF-LS,0.011690500000099746,0.0015240999999832638,0.0024778000000651446,58,,,21.839376179417044,2.795733202199449,13.186426306488622,-0.0019397116585751337,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
Independent DCF-LS,0.11501209999994444,0.018305399999917427,0.017306400000052236,58,,,21.839376179417734,2.795733202199589,13.186426306488935,-0.0019397116585976157,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
kNN,0.004409200000054625,0.0,0.004409200000054625,0,,,19.105052385973572,2.602887398200704,11.29237269204139,0.14186951006532753,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-RF,0.5077785000000858,0.0,0.5077785000000858,0,,,17.713594077568132,2.2000681341719073,10.60437489226807,0.19228054824591714,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-Ridge,0.0018290000000433793,0.0,0.0018290000000433793,0,,,19.99266483969325,3.0107589658573106,11.723386091455941,0.11124487206256041,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
PLS,0.04730870000003051,0.0,0.04730870000003051,0,,,20.44974516678716,3.1562611124612068,11.991615032528268,0.09272174383502138,real_water_quality,1060.0,14,2.0,16.0,,,,,,,WaterQuality,,,,,,,,
SC-DCF-LS,0.007674699999938639,0.0014425000000528598,0.0018740999998954067,58,,,26.025874238645127,2.9737713940972483,15.564667198541704,-0.1969346607395112,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
Independent DCF-LS,0.12051440000038838,0.019089300000246112,0.01903770000012628,58,,,26.02587423864379,2.9737713940972936,15.564667198541395,-0.19693466073948748,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
kNN,0.004245299999979579,0.0,0.004245299999979579,0,,,19.190984452471227,2.457463038162116,11.195654512324536,0.14663572932347493,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-RF,0.4247748000000229,0.0,0.4247748000000229,0,,,18.50291011530398,2.1667780398322862,11.012819153008392,0.15586202920846226,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-Ridge,0.0022169000000076267,0.0,0.0022169000000076267,0,,,20.921559689884738,2.9480338970696542,12.222755844752077,0.06985471118983641,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
PLS,0.07137950000003457,0.0,0.07137950000003457,0,,,20.888864123897257,3.1568198697309917,12.191005995431855,0.07425191044869152,real_water_quality,1060.0,14,3.0,16.0,,,,,,,WaterQuality,,,,,,,,
SC-DCF-LS,0.010420899999985522,0.001460899999983667,0.0020239000000401575,58,,,38.778999956973095,6.3055177307831425,24.877840716773033,-0.6013698221513162,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
Independent DCF-LS,0.11578170000029786,0.026057799999875897,0.019267800000193347,58,,,38.778999956995,6.305517730790424,24.8778407167852,-0.6013698221520827,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
kNN,0.004033700000036333,0.0,0.004033700000036333,0,,,21.803401162138517,2.6573766630022657,13.841806484087027,0.10360638125681694,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-RF,0.5150406000000203,0.0,0.5150406000000203,0,,,20.778570492662475,2.334699947589099,13.232016139384983,0.14209495493637583,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
MO-Ridge,0.0011342999999897074,0.0,0.0011342999999897074,0,,,23.590780110243216,2.767579812997172,14.686817513199934,0.03804884008980049,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
PLS,0.03779090000000451,0.0,0.03779090000000451,0,,,23.56617976444985,3.2559980762171143,14.578086675196195,0.04925617331945036,real_water_quality,1060.0,14,4.0,16.0,,,,,,,WaterQuality,,,,,,,,
